Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
368500,Comcast 300Gb Data Cap,6/26/2015,26-Jun-15,2:57:56 PM,Internet,Marietta,Georgia,30066,Solved,No
371385,Comcast - Billing Practices,6/28/2015,28-Jun-15,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,Open,No
318574,Comcast Billing and Service Issues,2/6/2015,6-Feb-15,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,Open,No
359592,Intermittent poor service,6/23/2015,23-Jun-15,5:52:17 PM,Internet,Marlborough,Connecticut,6447,Open,No
281940,Inconsistent and poor internet performance,9/5/2015,5-Sep-15,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,Closed,No
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,6/26/2015,26-Jun-15,1:45:58 AM,Internet,Martinez,California,94553,Open,No
224222,Comcast endless problems,8/4/2015,4-Aug-15,2:07:47 PM,Internet,Martinez,Georgia,30907,Closed,No
218696,Internet connection delibrately slowed down,5/4/2015,4-May-15,10:06:33 PM,Internet,Martinez,Georgia,30907,Closed,No
249355,Comcast - Customer Service/Technical Service Inferiority,4/22/2015,22-Apr-15,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No
337071,Comcast cable outage,12/6/2015,6-Dec-15,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No
236299,service not disconnected as requested. overcharged and overpaid as a result.,4/15/2015,15-Apr-15,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No
340647,Internet service connection issues and frequent outages,6/15/2015,15-Jun-15,11:00:19 AM,Customer Care Call,Marysville,California,95901,Solved,No
372859,INFINITY / COMCAST,6/29/2015,29-Jun-15,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,Solved,No
291044,General complaint about Comcast service quality and billing practices,5/14/2015,14-May-15,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,Open,No
246635,Comcast Internet Speeds,4/21/2015,21-Apr-15,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes
306219,Comcast - internet service complaint,5/25/2015,25-May-15,9:20:40 PM,Internet,Mccordsville,Indiana,46055,Open,No
328801,NO Comcast-- Uverse,8/6/2015,6-Aug-15,3:41:26 PM,Internet,Mcdonough,Georgia,30253,Closed,No
211775,Internet service connection issues and frequent outages,1/4/2015,4-Jan-15,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
316927,Comcast- Internet,1/6/2015,6-Jan-15,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
335859,General complaint about Comcast service quality and billing practices,11/6/2015,6-Nov-15,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes
337869,Wasted Time and money!,12/6/2015,6-Dec-15,4:50:15 PM,Customer Care Call,Medley,Florida,33178,Solved,No
334514,billing issues,11/6/2015,6-Nov-15,11:40:59 AM,Internet,Melvindale,Michigan,48122,Solved,No
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,2/4/2015,4-Feb-15,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
243364,Data usage cap exceeded with overage charges applied,4/18/2015,18-Apr-15,8:55:05 PM,Internet,Memphis,Tennessee,38119,Closed,Yes
252934,General complaint about Comcast service quality and billing practices,4/23/2015,23-Apr-15,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,Closed,No
265590,Comcast data cap limit,4/29/2015,29-Apr-15,10:49:16 PM,Internet,Memphis,Tennessee,38104,Closed,No
270239,invalid sercice,2/5/2015,5-Feb-15,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,Solved,No
270240,invalid sercice,2/5/2015,5-Feb-15,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
304454,Data usage cap exceeded with overage charges applied,5/23/2015,23-May-15,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,Open,No
325445,Stop the data caps of Comcast,5/6/2015,6-May-15,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
333786,Lack of communication and poor customer service,10/6/2015,6-Oct-15,7:55:27 PM,Internet,Memphis,Tennessee,38115,Open,No
353177,Data usage cap exceeded with overage charges applied,6/19/2015,19-Jun-15,9:06:34 PM,Internet,Memphis,Tennessee,38016,Solved,No
363094,Comcast Overpricing,6/24/2015,24-Jun-15,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,Open,No
361037,Comcast Rates,6/24/2015,24-Jun-15,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,Solved,No
375276,Data usage cap exceeded with overage charges applied,6/30/2015,30-Jun-15,3:54:17 PM,Internet,Memphis,Tennessee,38115,Pending,No
214998,Comcast refuse to honor agreed upon price / promotion,2/4/2015,4-Feb-15,5:08:11 PM,Internet,Menlo Park,California,94025,Closed,No
358746,Comcast slowing down,6/23/2015,23-Jun-15,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,Solved,No
365162,Unfair billing practices,6/25/2015,25-Jun-15,1:50:03 PM,Internet,Meriden,New Hampshire,3770,Solved,No
372223,Poor Customer Service with Comcast,6/29/2015,29-Jun-15,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,Open,No
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,6/23/2015,23-Jun-15,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,Solved,No
351053,"Comcast still billing, after account is closed and paid",6/19/2015,19-Jun-15,8:53:04 AM,Internet,Mexico,New York,13114,Solved,No
230370,comcast deceving upgrade without request,11/4/2015,4-Nov-15,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Closed,Yes
239218,Comcast service issues.,4/16/2015,16-Apr-15,1:06:07 PM,Customer Care Call,Miami,Florida,33111,Closed,No
240653,"comcast internet, telephone, TV service",4/16/2015,16-Apr-15,10:13:04 PM,Customer Care Call,Miami,Florida,33133,Closed,No
215922,Not receiving internet and harrassing phone calls,3/4/2015,4-Mar-15,10:35:40 AM,Customer Care Call,Miami,Florida,33132,Closed,No
263934,Internet service connection issues and frequent outages,4/29/2015,29-Apr-15,12:30:58 PM,Internet,Miami,Florida,33172,Closed,No
265456,comcast complaint,4/29/2015,29-Apr-15,9:07:55 PM,Internet,Miami,Florida,33147,Closed,No
279363,Comcast is terrible,7/5/2015,5-Jul-15,8:59:18 PM,Internet,Miami,Florida,33186,Solved,No
282265,Comcast Internet Poor Service,9/5/2015,5-Sep-15,11:04:43 PM,Customer Care Call,Miami,Florida,33176,Open,No
282025,Charged for Cable Modem Rental that I have owned for 8 years,9/5/2015,5-Sep-15,4:03:56 PM,Internet,Miami,Florida,33157,Open,No
291461,Monthly charge for a Modem,5/15/2015,15-May-15,11:11:38 AM,Customer Care Call,Miami,Florida,33169,Solved,No
293037,Internet service connection issues and frequent outages,5/16/2015,16-May-15,7:46:28 AM,Customer Care Call,Miami,Florida,33177,Closed,No
293038,Internet service connection issues and frequent outages,5/16/2015,16-May-15,7:46:32 AM,Customer Care Call,Miami,Florida,33177,Closed,No
301242,General complaint about Comcast service quality and billing practices,5/21/2015,21-May-15,1:07:43 PM,Internet,Miami,Florida,33128,Solved,No
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,3/6/2015,6-Mar-15,9:31:06 AM,Internet,Miami,Florida,33157,Solved,No
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,3/6/2015,6-Mar-15,9:36:34 AM,Internet,Miami,Florida,33157,Open,No
340521,Failure to connect service,6/15/2015,15-Jun-15,9:51:39 AM,Internet,Miami,Florida,33133,Solved,No
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,6/19/2015,19-Jun-15,3:42:43 PM,Customer Care Call,Miami,Florida,33150,Solved,No
356421,Problems with Comcast xfinity Internet service,6/22/2015,22-Jun-15,4:17:32 PM,Internet,Miami,Florida,33145,Solved,No
363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",6/24/2015,24-Jun-15,9:21:29 PM,Customer Care Call,Miami,Florida,33131,Open,No
365368,Comcast internet billing,6/25/2015,25-Jun-15,2:12:52 PM,Internet,Miami,Florida,33157,Open,Yes
367258,Comcast Internet being slow,6/25/2015,25-Jun-15,11:06:47 PM,Internet,Miami,Florida,33194,Pending,No
369434,Comcast New SignUp billing bait-and-switch,6/26/2015,26-Jun-15,9:54:59 PM,Internet,Miami,Florida,33125,Pending,No
365082,General complaint about Comcast service quality and billing practices,6/25/2015,25-Jun-15,1:26:23 PM,Internet,Miami Gardens,Florida,33056,Solved,No
355079,Lack of internet speed,6/22/2015,22-Jun-15,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No
262747,Comcast Poor Customer Services and Commitment,4/28/2015,28-Apr-15,7:15:01 PM,Internet,Middleburg,Florida,32068,Closed,No
223841,new fcc internet rules slowing down system,8/4/2015,4-Aug-15,12:24:52 PM,Internet,Middletown,Connecticut,6457,Closed,No
359483,Unfair pricing,6/23/2015,23-Jun-15,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Solved,Yes
268773,Poor service from Comcast Xfinity,1/5/2015,5-Jan-15,2:01:54 PM,Internet,Milford,Delaware,19963,Open,No
360989,Internet and Cable Billing,6/24/2015,24-Jun-15,9:13:25 AM,Internet,Milford,Delaware,19963,Solved,No
238264,General complaint about Comcast service quality and billing practices,4/15/2015,15-Apr-15,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,Closed,No
277544,Comcast charging me for items I do not want/asked for,7/5/2015,5-Jul-15,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,Solved,No
359345,Internet throttling,6/23/2015,23-Jun-15,4:49:35 PM,Internet,Mill Creek,Washington,98012,Solved,No
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,7/4/2015,4-Jul-15,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
335917,"Second Complaint """"Comcast not honoring Marketing Materials""""",11/6/2015,6-Nov-15,8:14:04 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
353068,"Comcast committing """"Bait and Switch Fraud""""",6/19/2015,19-Jun-15,7:38:35 PM,Customer Care Call,Mill Valley,California,94941,Solved,No
333619,Worst customer service with no resolution,10/6/2015,6-Oct-15,6:32:17 PM,Customer Care Call,Milpitas,California,95035,Solved,No
362974,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,5:38:10 PM,Customer Care Call,Milpitas,California,95035,Open,No
362991,Comcast billing issues,6/24/2015,24-Jun-15,5:44:30 PM,Customer Care Call,Milpitas,California,95035,Closed,No
361800,Paying for high speed internet and receiving low speeds,6/24/2015,24-Jun-15,12:57:08 PM,Internet,Milton,Delaware,19968,Open,Yes
325690,Unwilling to provide a refund for charging rent on a modem,5/6/2015,6-May-15,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,Solved,No
282824,Internet connectivity issues,11/5/2015,5-Nov-15,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,Solved,No
358736,Comcast has raised my bill twice without warning,6/23/2015,23-Jun-15,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No
366782,"Comcast charges me for 25m connection, Get 5 down/11 up",6/25/2015,25-Jun-15,6:47:54 PM,Internet,Minneapolis,Minnesota,55404,Solved,No
248414,Comcast Business not honoring signed contract,4/21/2015,21-Apr-15,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No
271592,Transfer of services,4/5/2015,5-Apr-15,1:18:44 PM,Internet,Miramar,Florida,33025,Solved,No
338831,COMCAST NIGHTMARE,6/13/2015,13-Jun-15,10:53:23 AM,Internet,Miramar,Florida,33027,Solved,No
353876,CHARGED ERRONEOUS FEE ON BILL,6/20/2015,20-Jun-15,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,Solved,No
251622,Customer requesting assistance with unresolved service issues,4/23/2015,23-Apr-15,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,Closed,No
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,12/6/2015,6-Dec-15,1:17:37 PM,Internet,Mobile,Alabama,36608,Closed,Yes
362644,Comcast thieves,6/24/2015,24-Jun-15,4:17:31 PM,Internet,Modesto,California,95350,Open,No
366339,Low internet quality,6/25/2015,25-Jun-15,4:45:36 PM,Customer Care Call,Modesto,California,95355,Open,No
233894,False Advertisement,4/14/2015,14-Apr-15,9:23:42 AM,Internet,Mokelumne Hill,California,95245,Closed,No
283148,Comcast Targeted Blocking of Content,11/5/2015,5-Nov-15,11:12:44 AM,Internet,Mokena,Illinois,60448,Solved,No
354707,Slow Internet / Monopoly Area,6/21/2015,21-Jun-15,3:20:59 PM,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No
248868,General complaint about Comcast service quality and billing practices,4/21/2015,21-Apr-15,6:48:01 PM,Internet,Monroe,Georgia,30655,Closed,No
241769,Data usage cap exceeded with overage charges applied,4/17/2015,17-Apr-15,3:05:38 PM,Customer Care Call,Monroe,Louisiana,71201,Closed,No
361187,Comcast Usage Limit,6/24/2015,24-Jun-15,10:26:50 AM,Internet,Monroe,Louisiana,71201,Solved,No
367035,Comcast Billing for Late Payment/Disconnect due to their error,6/25/2015,25-Jun-15,8:40:40 PM,Internet,Monroe,Louisiana,71203,Solved,No
365393,Internet Service Down,6/25/2015,25-Jun-15,2:17:07 PM,Customer Care Call,Monroe,New Jersey,8831,Solved,No
326658,General complaint about Comcast service quality and billing practices,6/6/2015,6-Jun-15,11:26:31 AM,Customer Care Call,Montclair,New Jersey,7043,Solved,No
318059,Failure to resolve Internet outages,1/6/2015,6-Jan-15,11:37:10 PM,Internet,Monterey,California,93940,Closed,No
293497,Comcast internet service that I was NEVER able to use,5/16/2015,16-May-15,4:13:08 PM,Internet,Montgomery,Illinois,60538,Solved,No
334592,Comcast Account Issues/Customer Service Complaints,11/6/2015,6-Nov-15,12:17:26 PM,Internet,Montgomery,Illinois,60538,Solved,No
219305,comcast internet,6/4/2015,4-Jun-15,12:24:25 PM,Customer Care Call,Montverde,Florida,34756,Closed,No
329291,ads for website,8/6/2015,6-Aug-15,6:42:26 PM,Customer Care Call,Monument,Colorado,80132,Closed,No
359082,"Comcast is awful, lies, and is corrupt",6/23/2015,23-Jun-15,3:52:08 PM,Customer Care Call,Morgantown,West Virginia,26508,Open,No
361310,Internet Freezing,6/24/2015,24-Jun-15,10:54:16 AM,Customer Care Call,Morgantown,West Virginia,26508,Solved,No
292335,Unannouced service outage not caused by weather,5/15/2015,15-May-15,4:04:09 PM,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No
370929,COMCAST DATA CAP IS BULLCRAP,6/28/2015,28-Jun-15,1:37:22 PM,Customer Care Call,Morrow,Georgia,30260,Pending,No
244444,Receiving bill for account that was supposed to be cancelled,4/20/2015,20-Apr-15,11:46:41 AM,Internet,Morton Grove,Illinois,60053,Closed,Yes
367029,General complaint about Comcast service quality and billing practices,6/25/2015,25-Jun-15,8:37:47 PM,Internet,Mounds View,Minnesota,55112,Solved,No
222424,Comcast refusing to run lines,7/4/2015,4-Jul-15,4:57:45 PM,Internet,Mount Airy,Maryland,21771,Closed,No
225582,Comcast unreliable speed/ service,8/4/2015,4-Aug-15,11:36:27 PM,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No
289584,Internet service connection issues and frequent outages,5/14/2015,14-May-15,11:52:27 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
298788,Internet service connection issues and frequent outages,5/20/2015,20-May-15,11:23:14 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No
298793,Internet service connection issues and frequent outages,5/20/2015,20-May-15,11:24:39 AM,Internet,Mount Juliet,Tennessee,37122,Solved,No
360730,Comcast slow speeds and lying about prices,6/24/2015,24-Jun-15,1:39:44 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
245317,Billing Issues,4/20/2015,20-Apr-15,4:19:26 PM,Internet,Mount Laurel,New Jersey,8054,Closed,No
367099,Unfair Comcast billing practices,6/25/2015,25-Jun-15,9:11:31 PM,Internet,Mount Laurel,New Jersey,8054,Open,No
270193,Comcast charging me monthly fees for equipment rental when I own the equipment,2/5/2015,5-Feb-15,4:36:59 PM,Internet,Mount Pleasant,South Carolina,29464,Closed,No
300720,"Comcast refuses to credit erroneous overcharges due to deceptive """"promotional"""" rates",5/21/2015,21-May-15,12:40:22 AM,Internet,Mount Pleasant,South Carolina,29464,Solved,No
358657,Data usage cap exceeded with overage charges applied,6/23/2015,23-Jun-15,2:28:54 PM,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No
311889,"Comcast installation date of June 22, 2015",5/28/2015,28-May-15,3:39:29 PM,Customer Care Call,Mount Prospect,Illinois,60056,Solved,No
219795,Comcast refusing to provide continued service promised/advertised in writing,6/4/2015,4-Jun-15,3:09:20 PM,Customer Care Call,Mountain View,California,94040,Closed,No
257803,Required $100 deposit to open an account,4/26/2015,26-Apr-15,4:01:50 PM,Customer Care Call,Mountain View,California,94040,Closed,No
265613,General complaint about Comcast service quality and billing practices,4/29/2015,29-Apr-15,11:06:07 PM,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No
336745,Data usage cap exceeded with overage charges applied,12/6/2015,6-Dec-15,12:05:36 PM,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No
260732,Comcast Internet down since 4/25 with no resolve,4/28/2015,28-Apr-15,9:35:22 AM,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No
240017,FALSE CHARGES & REFUSAL TO CREDIT,4/16/2015,16-Apr-15,4:53:02 PM,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No
312724,Commercials burning data,5/28/2015,28-May-15,10:19:27 PM,Internet,Murfreesboro,Tennessee,37128,Pending,No
315373,General complaint about Comcast service quality and billing practices,5/30/2015,30-May-15,6:59:10 PM,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No
318304,Comcast Internet Complaint,2/6/2015,6-Feb-15,10:07:23 AM,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No
326309,Over charging for Internet,5/6/2015,6-May-15,8:19:51 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No
354336,Comcast Data Policy and Lies,6/20/2015,20-Jun-15,9:31:57 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No
357373,Comcast/Xfinity customer service and billing,6/23/2015,23-Jun-15,12:03:31 AM,Internet,Murfreesboro,Tennessee,37130,Solved,No
373211,Data usage cap exceeded with overage charges applied,6/29/2015,29-Jun-15,5:43:17 PM,Internet,Murfreesboro,Tennessee,37127,Open,No
360476,Throttling bandwidth.,6/23/2015,23-Jun-15,11:07:54 PM,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes
330284,Comcast billing,9/6/2015,6-Sep-15,12:44:05 PM,Internet,Murphys,California,95247,Solved,No
315456,Internet service connection issues and frequent outages,5/30/2015,30-May-15,9:21:41 PM,Internet,Murray,Utah,84123,Open,No
299334,Comcast Data Overage Charges,5/20/2015,20-May-15,2:27:55 PM,Internet,Muscle Shoals,Alabama,35661,Open,No
244072,Dishonest Billing Practices,4/20/2015,20-Apr-15,4:28:08 AM,Customer Care Call,Muskegon,Michigan,49441,Closed,No
